irr-A30-1	1 x (irr-A8-1,irr-A21-1)
irr-A30-31	1 x (irr-A8-9,irr-A21-1) + 1 x (irr-A8-1,irr-A21-22)
irr-A30-465	1 x (irr-A8-36,irr-A21-1) + 1 x (irr-A8-9,irr-A21-22) + 1 x (irr-A8-1,irr-A21-231)
irr-A30-496	1 x (irr-A8-45,irr-A21-1) + 1 x (irr-A8-9,irr-A21-22) + 1 x (irr-A8-1,irr-A21-253)
irr-A30-960	1 x (irr-A8-1,irr-A21-1) + 1 x (irr-A8-80,irr-A21-1) + 2 x (irr-A8-9,irr-A21-22) + 1 x (irr-A8-1,irr-A21-483)
