irr-A30-1	1 x (irr-A10-1,irr-A19-1)
irr-A30-31	1 x (irr-A10-11,irr-A19-1) + 1 x (irr-A10-1,irr-A19-20)
irr-A30-465	1 x (irr-A10-55,irr-A19-1) + 1 x (irr-A10-11,irr-A19-20) + 1 x (irr-A10-1,irr-A19-190)
irr-A30-496	1 x (irr-A10-66,irr-A19-1) + 1 x (irr-A10-11,irr-A19-20) + 1 x (irr-A10-1,irr-A19-210)
irr-A30-960	1 x (irr-A10-1,irr-A19-1) + 1 x (irr-A10-120,irr-A19-1) + 2 x (irr-A10-11,irr-A19-20) + 1 x (irr-A10-1,irr-A19-399)
