irr-A30-1	1 x (irr-A9-1,irr-A20-1)
irr-A30-31	1 x (irr-A9-10,irr-A20-1) + 1 x (irr-A9-1,irr-A20-21)
irr-A30-465	1 x (irr-A9-45,irr-A20-1) + 1 x (irr-A9-10,irr-A20-21) + 1 x (irr-A9-1,irr-A20-210)
irr-A30-496	1 x (irr-A9-55,irr-A20-1) + 1 x (irr-A9-10,irr-A20-21) + 1 x (irr-A9-1,irr-A20-231)
irr-A30-960	1 x (irr-A9-1,irr-A20-1) + 1 x (irr-A9-99,irr-A20-1) + 2 x (irr-A9-10,irr-A20-21) + 1 x (irr-A9-1,irr-A20-440)
