irr-A31-1	1 x (irr-A15-1,irr-A15-1)
irr-A31-32	1 x (irr-A15-16,irr-A15-1) + 1 x (irr-A15-1,irr-A15-16)
irr-A31-496	1 x (irr-A15-120,irr-A15-1) + 1 x (irr-A15-16,irr-A15-16) + 1 x (irr-A15-1,irr-A15-120)
irr-A31-528	1 x (irr-A15-136,irr-A15-1) + 1 x (irr-A15-16,irr-A15-16) + 1 x (irr-A15-1,irr-A15-136)
irr-A31-1023	1 x (irr-A15-1,irr-A15-1) + 1 x (irr-A15-255,irr-A15-1) + 2 x (irr-A15-16,irr-A15-16) + 1 x (irr-A15-1,irr-A15-255)
