irr-A31-1	1 x (irr-A13-1,irr-A17-1)
irr-A31-32	1 x (irr-A13-14,irr-A17-1) + 1 x (irr-A13-1,irr-A17-18)
irr-A31-496	1 x (irr-A13-91,irr-A17-1) + 1 x (irr-A13-14,irr-A17-18) + 1 x (irr-A13-1,irr-A17-153)
irr-A31-528	1 x (irr-A13-105,irr-A17-1) + 1 x (irr-A13-14,irr-A17-18) + 1 x (irr-A13-1,irr-A17-171)
irr-A31-1023	1 x (irr-A13-1,irr-A17-1) + 1 x (irr-A13-195,irr-A17-1) + 2 x (irr-A13-14,irr-A17-18) + 1 x (irr-A13-1,irr-A17-323)
