irr-A31-1	1 x (irr-A3-1,irr-A27-1)
irr-A31-32	1 x (irr-A3-4,irr-A27-1) + 1 x (irr-A3-1,irr-A27-28)
irr-A31-496	1 x (irr-A3-6,irr-A27-1) + 1 x (irr-A3-4,irr-A27-28) + 1 x (irr-A3-1,irr-A27-378)
irr-A31-528	1 x (irr-A3-10,irr-A27-1) + 1 x (irr-A3-4,irr-A27-28) + 1 x (irr-A3-1,irr-A27-406)
irr-A31-1023	1 x (irr-A3-1,irr-A27-1) + 1 x (irr-A3-15,irr-A27-1) + 2 x (irr-A3-4,irr-A27-28) + 1 x (irr-A3-1,irr-A27-783)
