irr-C20-1	1 x (irr-C2-1,irr-C18-1)
irr-C20-40-q	1 x (irr-C2-4-q,irr-C18-1) + 1 x (irr-C2-1,irr-C18-36-q)
irr-C20-779	1 x (irr-C2-1,irr-C18-1) + 1 x (irr-C2-5,irr-C18-1) + 1 x (irr-C2-4-q,irr-C18-36-q) + 1 x (irr-C2-1,irr-C18-629)
irr-C20-820	1 x (irr-C2-10,irr-C18-1) + 1 x (irr-C2-4-q,irr-C18-36-q) + 1 x (irr-C2-1,irr-C18-666)
