irr-C20-1	1 x (irr-C2-1,irr-C4-1)
irr-C20-40-q	1 x (irr-C2-5,irr-C4-8-q)
irr-C20-779	1 x (irr-C2-1,irr-C4-27) + 1 x (irr-C2-14,irr-C4-1) + 1 x (irr-C2-14,irr-C4-27) + 1 x (irr-C2-10,irr-C4-36)
irr-C20-820	1 x (irr-C2-1,irr-C4-36) + 1 x (irr-C2-10,irr-C4-1) + 1 x (irr-C2-10,irr-C4-27) + 1 x (irr-C2-14,irr-C4-36)
