irr-C5-1	1 x (irr-A1-1)
irr-C5-10-q	1 x (irr-A1-10-q)
irr-C5-44	1 x (irr-A1-5) + 1 x (irr-A1-9) + 1 x (irr-A1-13) + 1 x (irr-A1-17)
irr-C5-55	1 x (irr-A1-3) + 1 x (irr-A1-7) + 1 x (irr-A1-11) + 1 x (irr-A1-15) + 1 x (irr-A1-19)
irr-C5-110-q	1 x (irr-A1-4-q) + 1 x (irr-A1-6-q) + 1 x (irr-A1-8-q) + 1 x (irr-A1-10-q) + 1 x (irr-A1-12-q) + 1 x (irr-A1-14-q) + 1 x (irr-A1-16-q) + 1 x (irr-A1-18-q) + 1 x (irr-A1-22-q)
irr-C5-132-q	1 x (irr-A1-2-q) + 1 x (irr-A1-6-q) + 1 x (irr-A1-8-q) + 1 x (irr-A1-10-q) + 1 x (irr-A1-12-q) + 1 x (irr-A1-14-q) + 1 x (irr-A1-16-q) + 1 x (irr-A1-18-q) + 1 x (irr-A1-20-q) + 1 x (irr-A1-26-q)
