irr-C5-1	1 x (irr-C2-1,irr-C3-1)
irr-C5-10-q	1 x (irr-C2-4-q,irr-C3-1) + 1 x (irr-C2-1,irr-C3-6-q)
irr-C5-44	1 x (irr-C2-1,irr-C3-1) + 1 x (irr-C2-5,irr-C3-1) + 1 x (irr-C2-4-q,irr-C3-6-q) + 1 x (irr-C2-1,irr-C3-14a)
irr-C5-55	1 x (irr-C2-10,irr-C3-1) + 1 x (irr-C2-4-q,irr-C3-6-q) + 1 x (irr-C2-1,irr-C3-21)
irr-C5-110-q	1 x (irr-C2-4-q,irr-C3-1) + 1 x (irr-C2-1,irr-C3-6-q) + 1 x (irr-C2-5,irr-C3-6-q) + 1 x (irr-C2-4-q,irr-C3-14a) + 1 x (irr-C2-1,irr-C3-14b-q)
irr-C5-132-q	1 x (irr-C2-1,irr-C3-6-q) + 1 x (irr-C2-4-q,irr-C3-14a) + 1 x (irr-C2-5,irr-C3-14b-q)
