irr-B11-1	1 x (irr-B3-1,irr-D8-1)
irr-B11-23	1 x (irr-B3-7,irr-D8-1) + 1 x (irr-B3-1,irr-D8-16)
irr-B11-253	1 x (irr-B3-21,irr-D8-1) + 1 x (irr-B3-7,irr-D8-16) + 1 x (irr-B3-1,irr-D8-120)
irr-B11-275	1 x (irr-B3-1,irr-D8-1) + 1 x (irr-B3-7,irr-D8-16) + 1 x (irr-B3-27,irr-D8-1) + 1 x (irr-B3-1,irr-D8-135)
