irr-C14-1	1 x (irr-C3-1,irr-C11-1)
irr-C14-28-q	1 x (irr-C3-6-q,irr-C11-1) + 1 x (irr-C3-1,irr-C11-22-q)
irr-C14-377	1 x (irr-C3-1,irr-C11-1) + 1 x (irr-C3-14a,irr-C11-1) + 1 x (irr-C3-6-q,irr-C11-22-q) + 1 x (irr-C3-1,irr-C11-230)
irr-C14-406	1 x (irr-C3-21,irr-C11-1) + 1 x (irr-C3-6-q,irr-C11-22-q) + 1 x (irr-C3-1,irr-C11-253)
