irr-C14-1	1 x (irr-C2-1,irr-C12-1)
irr-C14-28-q	1 x (irr-C2-4-q,irr-C12-1) + 1 x (irr-C2-1,irr-C12-24-q)
irr-C14-377	1 x (irr-C2-1,irr-C12-1) + 1 x (irr-C2-5,irr-C12-1) + 1 x (irr-C2-4-q,irr-C12-24-q) + 1 x (irr-C2-1,irr-C12-275)
irr-C14-406	1 x (irr-C2-10,irr-C12-1) + 1 x (irr-C2-4-q,irr-C12-24-q) + 1 x (irr-C2-1,irr-C12-300)
