irr-C14-1	1 x (irr-C6-1,irr-C8-1)
irr-C14-28-q	1 x (irr-C6-12-q,irr-C8-1) + 1 x (irr-C6-1,irr-C8-16-q)
irr-C14-377	1 x (irr-C6-1,irr-C8-1) + 1 x (irr-C6-65,irr-C8-1) + 1 x (irr-C6-12-q,irr-C8-16-q) + 1 x (irr-C6-1,irr-C8-119)
irr-C14-406	1 x (irr-C6-78,irr-C8-1) + 1 x (irr-C6-12-q,irr-C8-16-q) + 1 x (irr-C6-1,irr-C8-136)
