irr-C14-1	1 x (irr-C4-1,irr-C10-1)
irr-C14-28-q	1 x (irr-C4-8-q,irr-C10-1) + 1 x (irr-C4-1,irr-C10-20-q)
irr-C14-377	1 x (irr-C4-1,irr-C10-1) + 1 x (irr-C4-27,irr-C10-1) + 1 x (irr-C4-8-q,irr-C10-20-q) + 1 x (irr-C4-1,irr-C10-189)
irr-C14-406	1 x (irr-C4-36,irr-C10-1) + 1 x (irr-C4-8-q,irr-C10-20-q) + 1 x (irr-C4-1,irr-C10-210)
