irr-C14-1	1 x (irr-C5-1,irr-C9-1)
irr-C14-28-q	1 x (irr-C5-10-q,irr-C9-1) + 1 x (irr-C5-1,irr-C9-18-q)
irr-C14-377	1 x (irr-C5-1,irr-C9-1) + 1 x (irr-C5-44,irr-C9-1) + 1 x (irr-C5-10-q,irr-C9-18-q) + 1 x (irr-C5-1,irr-C9-152)
irr-C14-406	1 x (irr-C5-55,irr-C9-1) + 1 x (irr-C5-10-q,irr-C9-18-q) + 1 x (irr-C5-1,irr-C9-171)
