irr-B12-1	1 x (irr-B6-1,irr-D6-1)
irr-B12-25	1 x (irr-B6-13,irr-D6-1) + 1 x (irr-B6-1,irr-D6-12)
irr-B12-300	1 x (irr-B6-78,irr-D6-1) + 1 x (irr-B6-13,irr-D6-12) + 1 x (irr-B6-1,irr-D6-66)
irr-B12-324	1 x (irr-B6-1,irr-D6-1) + 1 x (irr-B6-13,irr-D6-12) + 1 x (irr-B6-90,irr-D6-1) + 1 x (irr-B6-1,irr-D6-77)
