irr-A15-1	1 x (irr-A3-1,irr-A3-1)
irr-A15-16	1 x (irr-A3-4,irr-A3-4)
irr-A15-120	1 x (irr-A3-10,irr-A3-6) + 1 x (irr-A3-6,irr-A3-10)
irr-A15-136	1 x (irr-A3-6,irr-A3-6) + 1 x (irr-A3-10,irr-A3-10)
irr-A15-255	1 x (irr-A3-15,irr-A3-1) + 1 x (irr-A3-1,irr-A3-15) + 1 x (irr-A3-15,irr-A3-15)
