irr-A15-1	1 x (irr-A4-1,irr-A10-1)
irr-A15-16	1 x (irr-A4-5,irr-A10-1) + 1 x (irr-A4-1,irr-A10-11)
irr-A15-120	1 x (irr-A4-10,irr-A10-1) + 1 x (irr-A4-5,irr-A10-11) + 1 x (irr-A4-1,irr-A10-55)
irr-A15-136	1 x (irr-A4-15,irr-A10-1) + 1 x (irr-A4-5,irr-A10-11) + 1 x (irr-A4-1,irr-A10-66)
irr-A15-255	1 x (irr-A4-1,irr-A10-1) + 1 x (irr-A4-24,irr-A10-1) + 2 x (irr-A4-5,irr-A10-11) + 1 x (irr-A4-1,irr-A10-120)
