irr-A25-1	1 x (irr-A11-1,irr-A13-1)
irr-A25-26	1 x (irr-A11-12,irr-A13-1) + 1 x (irr-A11-1,irr-A13-14)
irr-A25-325	1 x (irr-A11-66,irr-A13-1) + 1 x (irr-A11-12,irr-A13-14) + 1 x (irr-A11-1,irr-A13-91)
irr-A25-351	1 x (irr-A11-78,irr-A13-1) + 1 x (irr-A11-12,irr-A13-14) + 1 x (irr-A11-1,irr-A13-105)
irr-A25-675	1 x (irr-A11-1,irr-A13-1) + 1 x (irr-A11-143,irr-A13-1) + 2 x (irr-A11-12,irr-A13-14) + 1 x (irr-A11-1,irr-A13-195)
