irr-A25-1	1 x (irr-A5-1,irr-A19-1)
irr-A25-26	1 x (irr-A5-6,irr-A19-1) + 1 x (irr-A5-1,irr-A19-20)
irr-A25-325	1 x (irr-A5-15,irr-A19-1) + 1 x (irr-A5-6,irr-A19-20) + 1 x (irr-A5-1,irr-A19-190)
irr-A25-351	1 x (irr-A5-21,irr-A19-1) + 1 x (irr-A5-6,irr-A19-20) + 1 x (irr-A5-1,irr-A19-210)
irr-A25-675	1 x (irr-A5-1,irr-A19-1) + 1 x (irr-A5-35,irr-A19-1) + 2 x (irr-A5-6,irr-A19-20) + 1 x (irr-A5-1,irr-A19-399)
