irr-A25-1	1 x (irr-A6-1,irr-A18-1)
irr-A25-26	1 x (irr-A6-7,irr-A18-1) + 1 x (irr-A6-1,irr-A18-19)
irr-A25-325	1 x (irr-A6-21,irr-A18-1) + 1 x (irr-A6-7,irr-A18-19) + 1 x (irr-A6-1,irr-A18-171)
irr-A25-351	1 x (irr-A6-28,irr-A18-1) + 1 x (irr-A6-7,irr-A18-19) + 1 x (irr-A6-1,irr-A18-190)
irr-A25-675	1 x (irr-A6-1,irr-A18-1) + 1 x (irr-A6-48,irr-A18-1) + 2 x (irr-A6-7,irr-A18-19) + 1 x (irr-A6-1,irr-A18-360)
