irr-A25-1	1 x (irr-A2-1,irr-A22-1)
irr-A25-26	1 x (irr-A2-3,irr-A22-1) + 1 x (irr-A2-1,irr-A22-23)
irr-A25-325	1 x (irr-A2-3,irr-A22-1) + 1 x (irr-A2-3,irr-A22-23) + 1 x (irr-A2-1,irr-A22-253)
irr-A25-351	1 x (irr-A2-6,irr-A22-1) + 1 x (irr-A2-3,irr-A22-23) + 1 x (irr-A2-1,irr-A22-276)
irr-A25-675	1 x (irr-A2-1,irr-A22-1) + 2 x (irr-A2-3,irr-A22-23) + 1 x (irr-A2-8,irr-A22-1) + 1 x (irr-A2-1,irr-A22-528)
