irr-C17-1	1 x (irr-C8-1,irr-C9-1)
irr-C17-34-q	1 x (irr-C8-16-q,irr-C9-1) + 1 x (irr-C8-1,irr-C9-18-q)
irr-C17-560	1 x (irr-C8-1,irr-C9-1) + 1 x (irr-C8-119,irr-C9-1) + 1 x (irr-C8-16-q,irr-C9-18-q) + 1 x (irr-C8-1,irr-C9-152)
irr-C17-595	1 x (irr-C8-136,irr-C9-1) + 1 x (irr-C8-16-q,irr-C9-18-q) + 1 x (irr-C8-1,irr-C9-171)
