irr-C17-1	1 x (irr-C3-1,irr-C14-1)
irr-C17-34-q	1 x (irr-C3-6-q,irr-C14-1) + 1 x (irr-C3-1,irr-C14-28-q)
irr-C17-560	1 x (irr-C3-1,irr-C14-1) + 1 x (irr-C3-14a,irr-C14-1) + 1 x (irr-C3-6-q,irr-C14-28-q) + 1 x (irr-C3-1,irr-C14-377)
irr-C17-595	1 x (irr-C3-21,irr-C14-1) + 1 x (irr-C3-6-q,irr-C14-28-q) + 1 x (irr-C3-1,irr-C14-406)
