irr-C17-1	1 x (irr-C5-1,irr-C12-1)
irr-C17-34-q	1 x (irr-C5-10-q,irr-C12-1) + 1 x (irr-C5-1,irr-C12-24-q)
irr-C17-560	1 x (irr-C5-1,irr-C12-1) + 1 x (irr-C5-44,irr-C12-1) + 1 x (irr-C5-10-q,irr-C12-24-q) + 1 x (irr-C5-1,irr-C12-275)
irr-C17-595	1 x (irr-C5-55,irr-C12-1) + 1 x (irr-C5-10-q,irr-C12-24-q) + 1 x (irr-C5-1,irr-C12-300)
