irr-C17-1	1 x (irr-C7-1,irr-C10-1)
irr-C17-34-q	1 x (irr-C7-14-q,irr-C10-1) + 1 x (irr-C7-1,irr-C10-20-q)
irr-C17-560	1 x (irr-C7-1,irr-C10-1) + 1 x (irr-C7-90,irr-C10-1) + 1 x (irr-C7-14-q,irr-C10-20-q) + 1 x (irr-C7-1,irr-C10-189)
irr-C17-595	1 x (irr-C7-105,irr-C10-1) + 1 x (irr-C7-14-q,irr-C10-20-q) + 1 x (irr-C7-1,irr-C10-210)
