irr-C10-1	1 x (irr-C3-1,irr-C7-1)
irr-C10-20-q	1 x (irr-C3-6-q,irr-C7-1) + 1 x (irr-C3-1,irr-C7-14-q)
irr-C10-189	1 x (irr-C3-1,irr-C7-1) + 1 x (irr-C3-14a,irr-C7-1) + 1 x (irr-C3-6-q,irr-C7-14-q) + 1 x (irr-C3-1,irr-C7-90)
irr-C10-210	1 x (irr-C3-21,irr-C7-1) + 1 x (irr-C3-6-q,irr-C7-14-q) + 1 x (irr-C3-1,irr-C7-105)
