irr-C10-1	1 x (irr-C4-1,irr-C6-1)
irr-C10-20-q	1 x (irr-C4-8-q,irr-C6-1) + 1 x (irr-C4-1,irr-C6-12-q)
irr-C10-189	1 x (irr-C4-1,irr-C6-1) + 1 x (irr-C4-27,irr-C6-1) + 1 x (irr-C4-8-q,irr-C6-12-q) + 1 x (irr-C4-1,irr-C6-65)
irr-C10-210	1 x (irr-C4-36,irr-C6-1) + 1 x (irr-C4-8-q,irr-C6-12-q) + 1 x (irr-C4-1,irr-C6-78)
