irr-C10-1	1 x (irr-C2-1,irr-C8-1)
irr-C10-20-q	1 x (irr-C2-4-q,irr-C8-1) + 1 x (irr-C2-1,irr-C8-16-q)
irr-C10-189	1 x (irr-C2-1,irr-C8-1) + 1 x (irr-C2-5,irr-C8-1) + 1 x (irr-C2-4-q,irr-C8-16-q) + 1 x (irr-C2-1,irr-C8-119)
irr-C10-210	1 x (irr-C2-10,irr-C8-1) + 1 x (irr-C2-4-q,irr-C8-16-q) + 1 x (irr-C2-1,irr-C8-136)
