irr-C10-1	1 x (irr-C2-1,irr-C2-1)
irr-C10-20-q	1 x (irr-C2-4-q,irr-C2-5)
irr-C10-189	1 x (irr-C2-5,irr-C2-1) + 1 x (irr-C2-1,irr-C2-14) + 1 x (irr-C2-5,irr-C2-14) + 1 x (irr-C2-10,irr-C2-10)
irr-C10-210	1 x (irr-C2-10,irr-C2-1) + 1 x (irr-C2-1,irr-C2-10) + 1 x (irr-C2-5,irr-C2-10) + 1 x (irr-C2-10,irr-C2-14)
