irr-G2-7	7	2	0	1	(1,0)
irr-G2-14	14	8	0	10	(0,1)
irr-G2-27	27	18	0	27	(2,0)
irr-G2-64	64	64	0	152	(1,1)
irr-G2-77a	77	88	0	242	(3,0)
irr-G2-77b	77	110	0	385	(0,2)
irr-G2-182	182	312	0	1326	(4,0)
irr-G2-189	189	288	0	1080	(2,1)
irr-G2-273	273	702	0	4563	(0,3)
irr-G2-286	286	572	0	2860	(1,2)
irr-G2-378	378	900	0	5400	(5,0)
irr-G2-448	448	960	0	5160	(3,1)
