irr-A21-1	1 x (irr-A4-1,irr-A16-1)
irr-A21-22	1 x (irr-A4-5,irr-A16-1) + 1 x (irr-A4-1,irr-A16-17)
irr-A21-231	1 x (irr-A4-10,irr-A16-1) + 1 x (irr-A4-5,irr-A16-17) + 1 x (irr-A4-1,irr-A16-136)
irr-A21-253	1 x (irr-A4-15,irr-A16-1) + 1 x (irr-A4-5,irr-A16-17) + 1 x (irr-A4-1,irr-A16-153)
irr-A21-483	1 x (irr-A4-1,irr-A16-1) + 1 x (irr-A4-24,irr-A16-1) + 2 x (irr-A4-5,irr-A16-17) + 1 x (irr-A4-1,irr-A16-288)
