irr-A21-1	1 x (irr-A5-1,irr-A15-1)
irr-A21-22	1 x (irr-A5-6,irr-A15-1) + 1 x (irr-A5-1,irr-A15-16)
irr-A21-231	1 x (irr-A5-15,irr-A15-1) + 1 x (irr-A5-6,irr-A15-16) + 1 x (irr-A5-1,irr-A15-120)
irr-A21-253	1 x (irr-A5-21,irr-A15-1) + 1 x (irr-A5-6,irr-A15-16) + 1 x (irr-A5-1,irr-A15-136)
irr-A21-483	1 x (irr-A5-1,irr-A15-1) + 1 x (irr-A5-35,irr-A15-1) + 2 x (irr-A5-6,irr-A15-16) + 1 x (irr-A5-1,irr-A15-255)
