irr-A21-1	1 x (irr-A10-1,irr-A10-1)
irr-A21-22	1 x (irr-A10-11,irr-A10-1) + 1 x (irr-A10-1,irr-A10-11)
irr-A21-231	1 x (irr-A10-55,irr-A10-1) + 1 x (irr-A10-11,irr-A10-11) + 1 x (irr-A10-1,irr-A10-55)
irr-A21-253	1 x (irr-A10-66,irr-A10-1) + 1 x (irr-A10-11,irr-A10-11) + 1 x (irr-A10-1,irr-A10-66)
irr-A21-483	1 x (irr-A10-1,irr-A10-1) + 1 x (irr-A10-120,irr-A10-1) + 2 x (irr-A10-11,irr-A10-11) + 1 x (irr-A10-1,irr-A10-120)
