irr-C12-1	1 x (irr-C2-1,irr-C10-1)
irr-C12-24-q	1 x (irr-C2-4-q,irr-C10-1) + 1 x (irr-C2-1,irr-C10-20-q)
irr-C12-275	1 x (irr-C2-1,irr-C10-1) + 1 x (irr-C2-5,irr-C10-1) + 1 x (irr-C2-4-q,irr-C10-20-q) + 1 x (irr-C2-1,irr-C10-189)
irr-C12-300	1 x (irr-C2-10,irr-C10-1) + 1 x (irr-C2-4-q,irr-C10-20-q) + 1 x (irr-C2-1,irr-C10-210)
