irr-C12-1	1 x (irr-C3-1,irr-C9-1)
irr-C12-24-q	1 x (irr-C3-6-q,irr-C9-1) + 1 x (irr-C3-1,irr-C9-18-q)
irr-C12-275	1 x (irr-C3-1,irr-C9-1) + 1 x (irr-C3-14a,irr-C9-1) + 1 x (irr-C3-6-q,irr-C9-18-q) + 1 x (irr-C3-1,irr-C9-152)
irr-C12-300	1 x (irr-C3-21,irr-C9-1) + 1 x (irr-C3-6-q,irr-C9-18-q) + 1 x (irr-C3-1,irr-C9-171)
