irr-C9-1	1 x (irr-A1-1)
irr-C9-18-q	1 x (irr-A1-18-q)
irr-C9-152	1 x (irr-A1-5) + 1 x (irr-A1-9) + 1 x (irr-A1-13) + 1 x (irr-A1-17) + 1 x (irr-A1-21) + 1 x (irr-A1-25) + 1 x (irr-A1-29) + 1 x (irr-A1-33)
irr-C9-171	1 x (irr-A1-3) + 1 x (irr-A1-7) + 1 x (irr-A1-11) + 1 x (irr-A1-15) + 1 x (irr-A1-19) + 1 x (irr-A1-23) + 1 x (irr-A1-27) + 1 x (irr-A1-31) + 1 x (irr-A1-35)
