irr-C9-1	1 x (irr-C3-1,irr-C6-1)
irr-C9-18-q	1 x (irr-C3-6-q,irr-C6-1) + 1 x (irr-C3-1,irr-C6-12-q)
irr-C9-152	1 x (irr-C3-1,irr-C6-1) + 1 x (irr-C3-14a,irr-C6-1) + 1 x (irr-C3-6-q,irr-C6-12-q) + 1 x (irr-C3-1,irr-C6-65)
irr-C9-171	1 x (irr-C3-21,irr-C6-1) + 1 x (irr-C3-6-q,irr-C6-12-q) + 1 x (irr-C3-1,irr-C6-78)
