irr-C9-1	1 x (irr-C2-1,irr-C7-1)
irr-C9-18-q	1 x (irr-C2-4-q,irr-C7-1) + 1 x (irr-C2-1,irr-C7-14-q)
irr-C9-152	1 x (irr-C2-1,irr-C7-1) + 1 x (irr-C2-5,irr-C7-1) + 1 x (irr-C2-4-q,irr-C7-14-q) + 1 x (irr-C2-1,irr-C7-90)
irr-C9-171	1 x (irr-C2-10,irr-C7-1) + 1 x (irr-C2-4-q,irr-C7-14-q) + 1 x (irr-C2-1,irr-C7-105)
