irr-C9-1	1 x (irr-C4-1,irr-C5-1)
irr-C9-18-q	1 x (irr-C4-8-q,irr-C5-1) + 1 x (irr-C4-1,irr-C5-10-q)
irr-C9-152	1 x (irr-C4-1,irr-C5-1) + 1 x (irr-C4-27,irr-C5-1) + 1 x (irr-C4-8-q,irr-C5-10-q) + 1 x (irr-C4-1,irr-C5-44)
irr-C9-171	1 x (irr-C4-36,irr-C5-1) + 1 x (irr-C4-8-q,irr-C5-10-q) + 1 x (irr-C4-1,irr-C5-55)
