irr-A24-1	1 x (irr-A5-1,irr-A18-1)
irr-A24-25	1 x (irr-A5-6,irr-A18-1) + 1 x (irr-A5-1,irr-A18-19)
irr-A24-300	1 x (irr-A5-15,irr-A18-1) + 1 x (irr-A5-6,irr-A18-19) + 1 x (irr-A5-1,irr-A18-171)
irr-A24-325	1 x (irr-A5-21,irr-A18-1) + 1 x (irr-A5-6,irr-A18-19) + 1 x (irr-A5-1,irr-A18-190)
irr-A24-624	1 x (irr-A5-1,irr-A18-1) + 1 x (irr-A5-35,irr-A18-1) + 2 x (irr-A5-6,irr-A18-19) + 1 x (irr-A5-1,irr-A18-360)
