irr-A24-1	1 x (irr-A9-1,irr-A14-1)
irr-A24-25	1 x (irr-A9-10,irr-A14-1) + 1 x (irr-A9-1,irr-A14-15)
irr-A24-300	1 x (irr-A9-45,irr-A14-1) + 1 x (irr-A9-10,irr-A14-15) + 1 x (irr-A9-1,irr-A14-105)
irr-A24-325	1 x (irr-A9-55,irr-A14-1) + 1 x (irr-A9-10,irr-A14-15) + 1 x (irr-A9-1,irr-A14-120)
irr-A24-624	1 x (irr-A9-1,irr-A14-1) + 1 x (irr-A9-99,irr-A14-1) + 2 x (irr-A9-10,irr-A14-15) + 1 x (irr-A9-1,irr-A14-224)
