irr-A24-1	1 x (irr-A10-1,irr-A13-1)
irr-A24-25	1 x (irr-A10-11,irr-A13-1) + 1 x (irr-A10-1,irr-A13-14)
irr-A24-300	1 x (irr-A10-55,irr-A13-1) + 1 x (irr-A10-11,irr-A13-14) + 1 x (irr-A10-1,irr-A13-91)
irr-A24-325	1 x (irr-A10-66,irr-A13-1) + 1 x (irr-A10-11,irr-A13-14) + 1 x (irr-A10-1,irr-A13-105)
irr-A24-624	1 x (irr-A10-1,irr-A13-1) + 1 x (irr-A10-120,irr-A13-1) + 2 x (irr-A10-11,irr-A13-14) + 1 x (irr-A10-1,irr-A13-195)
