irr-A18-1	1 x (irr-A7-1,irr-A10-1)
irr-A18-19	1 x (irr-A7-8,irr-A10-1) + 1 x (irr-A7-1,irr-A10-11)
irr-A18-171	1 x (irr-A7-28,irr-A10-1) + 1 x (irr-A7-8,irr-A10-11) + 1 x (irr-A7-1,irr-A10-55)
irr-A18-190	1 x (irr-A7-36,irr-A10-1) + 1 x (irr-A7-8,irr-A10-11) + 1 x (irr-A7-1,irr-A10-66)
irr-A18-360	1 x (irr-A7-1,irr-A10-1) + 1 x (irr-A7-63,irr-A10-1) + 2 x (irr-A7-8,irr-A10-11) + 1 x (irr-A7-1,irr-A10-120)
