irr-A18-1	1 x (irr-A3-1,irr-A14-1)
irr-A18-19	1 x (irr-A3-4,irr-A14-1) + 1 x (irr-A3-1,irr-A14-15)
irr-A18-171	1 x (irr-A3-6,irr-A14-1) + 1 x (irr-A3-4,irr-A14-15) + 1 x (irr-A3-1,irr-A14-105)
irr-A18-190	1 x (irr-A3-10,irr-A14-1) + 1 x (irr-A3-4,irr-A14-15) + 1 x (irr-A3-1,irr-A14-120)
irr-A18-360	1 x (irr-A3-1,irr-A14-1) + 1 x (irr-A3-15,irr-A14-1) + 2 x (irr-A3-4,irr-A14-15) + 1 x (irr-A3-1,irr-A14-224)
