irr-A18-1	1 x (irr-A5-1,irr-A12-1)
irr-A18-19	1 x (irr-A5-6,irr-A12-1) + 1 x (irr-A5-1,irr-A12-13)
irr-A18-171	1 x (irr-A5-15,irr-A12-1) + 1 x (irr-A5-6,irr-A12-13) + 1 x (irr-A5-1,irr-A12-78)
irr-A18-190	1 x (irr-A5-21,irr-A12-1) + 1 x (irr-A5-6,irr-A12-13) + 1 x (irr-A5-1,irr-A12-91)
irr-A18-360	1 x (irr-A5-1,irr-A12-1) + 1 x (irr-A5-35,irr-A12-1) + 2 x (irr-A5-6,irr-A12-13) + 1 x (irr-A5-1,irr-A12-168)
