irr-A18-1	1 x (irr-A6-1,irr-A11-1)
irr-A18-19	1 x (irr-A6-7,irr-A11-1) + 1 x (irr-A6-1,irr-A11-12)
irr-A18-171	1 x (irr-A6-21,irr-A11-1) + 1 x (irr-A6-7,irr-A11-12) + 1 x (irr-A6-1,irr-A11-66)
irr-A18-190	1 x (irr-A6-28,irr-A11-1) + 1 x (irr-A6-7,irr-A11-12) + 1 x (irr-A6-1,irr-A11-78)
irr-A18-360	1 x (irr-A6-1,irr-A11-1) + 1 x (irr-A6-48,irr-A11-1) + 2 x (irr-A6-7,irr-A11-12) + 1 x (irr-A6-1,irr-A11-143)
