irr-A18-1	1 x (irr-A1-1,irr-A16-1)
irr-A18-19	1 x (irr-A1-2-q,irr-A16-1) + 1 x (irr-A1-1,irr-A16-17)
irr-A18-171	1 x (irr-A1-1,irr-A16-1) + 1 x (irr-A1-2-q,irr-A16-17) + 1 x (irr-A1-1,irr-A16-136)
irr-A18-190	1 x (irr-A1-3,irr-A16-1) + 1 x (irr-A1-2-q,irr-A16-17) + 1 x (irr-A1-1,irr-A16-153)
irr-A18-360	1 x (irr-A1-1,irr-A16-1) + 1 x (irr-A1-3,irr-A16-1) + 2 x (irr-A1-2-q,irr-A16-17) + 1 x (irr-A1-1,irr-A16-288)
