irr-C11-1	1 x (irr-C4-1,irr-C7-1)
irr-C11-22-q	1 x (irr-C4-8-q,irr-C7-1) + 1 x (irr-C4-1,irr-C7-14-q)
irr-C11-230	1 x (irr-C4-1,irr-C7-1) + 1 x (irr-C4-27,irr-C7-1) + 1 x (irr-C4-8-q,irr-C7-14-q) + 1 x (irr-C4-1,irr-C7-90)
irr-C11-253	1 x (irr-C4-36,irr-C7-1) + 1 x (irr-C4-8-q,irr-C7-14-q) + 1 x (irr-C4-1,irr-C7-105)
