irr-C11-1	1 x (irr-C3-1,irr-C8-1)
irr-C11-22-q	1 x (irr-C3-6-q,irr-C8-1) + 1 x (irr-C3-1,irr-C8-16-q)
irr-C11-230	1 x (irr-C3-1,irr-C8-1) + 1 x (irr-C3-14a,irr-C8-1) + 1 x (irr-C3-6-q,irr-C8-16-q) + 1 x (irr-C3-1,irr-C8-119)
irr-C11-253	1 x (irr-C3-21,irr-C8-1) + 1 x (irr-C3-6-q,irr-C8-16-q) + 1 x (irr-C3-1,irr-C8-136)
