irr-A29-1	1 x (irr-A13-1,irr-A15-1)
irr-A29-30	1 x (irr-A13-14,irr-A15-1) + 1 x (irr-A13-1,irr-A15-16)
irr-A29-435	1 x (irr-A13-91,irr-A15-1) + 1 x (irr-A13-14,irr-A15-16) + 1 x (irr-A13-1,irr-A15-120)
irr-A29-465	1 x (irr-A13-105,irr-A15-1) + 1 x (irr-A13-14,irr-A15-16) + 1 x (irr-A13-1,irr-A15-136)
irr-A29-899	1 x (irr-A13-1,irr-A15-1) + 1 x (irr-A13-195,irr-A15-1) + 2 x (irr-A13-14,irr-A15-16) + 1 x (irr-A13-1,irr-A15-255)
