irr-A29-1	1 x (irr-A12-1,irr-A16-1)
irr-A29-30	1 x (irr-A12-13,irr-A16-1) + 1 x (irr-A12-1,irr-A16-17)
irr-A29-435	1 x (irr-A12-78,irr-A16-1) + 1 x (irr-A12-13,irr-A16-17) + 1 x (irr-A12-1,irr-A16-136)
irr-A29-465	1 x (irr-A12-91,irr-A16-1) + 1 x (irr-A12-13,irr-A16-17) + 1 x (irr-A12-1,irr-A16-153)
irr-A29-899	1 x (irr-A12-1,irr-A16-1) + 1 x (irr-A12-168,irr-A16-1) + 2 x (irr-A12-13,irr-A16-17) + 1 x (irr-A12-1,irr-A16-288)
