irr-A29-1	1 x (irr-A5-1,irr-A23-1)
irr-A29-30	1 x (irr-A5-6,irr-A23-1) + 1 x (irr-A5-1,irr-A23-24)
irr-A29-435	1 x (irr-A5-15,irr-A23-1) + 1 x (irr-A5-6,irr-A23-24) + 1 x (irr-A5-1,irr-A23-276)
irr-A29-465	1 x (irr-A5-21,irr-A23-1) + 1 x (irr-A5-6,irr-A23-24) + 1 x (irr-A5-1,irr-A23-300)
irr-A29-899	1 x (irr-A5-1,irr-A23-1) + 1 x (irr-A5-35,irr-A23-1) + 2 x (irr-A5-6,irr-A23-24) + 1 x (irr-A5-1,irr-A23-575)
