irr-A29-1	1 x (irr-A1-1,irr-A27-1)
irr-A29-30	1 x (irr-A1-2-q,irr-A27-1) + 1 x (irr-A1-1,irr-A27-28)
irr-A29-435	1 x (irr-A1-1,irr-A27-1) + 1 x (irr-A1-2-q,irr-A27-28) + 1 x (irr-A1-1,irr-A27-378)
irr-A29-465	1 x (irr-A1-3,irr-A27-1) + 1 x (irr-A1-2-q,irr-A27-28) + 1 x (irr-A1-1,irr-A27-406)
irr-A29-899	1 x (irr-A1-1,irr-A27-1) + 1 x (irr-A1-3,irr-A27-1) + 2 x (irr-A1-2-q,irr-A27-28) + 1 x (irr-A1-1,irr-A27-783)
