mdl-(0,0,3)-201-9F11663081913650	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3)	Δ = 201	bI-odd = ([[3,1],[1,0],[1,0],[1,0]])	bI-even = ()	(1) : 12 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 12 x (irr-A3-4) + 3 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(2,3) : 1 x (irr-A3-4, irr-A3-4)
mdl-(0,0,3)-211-96926FA550C2D96B	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A04-101-1-3)	Δ = 211	bI-odd = ([[3,1],[1,0],[1,0],[1,0]])	bI-even = ()	(1) : 11 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 11 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 11 x (irr-A4-5) + 3 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A4-5)	(2,3) : 1 x (irr-A3-4, irr-A4-5)
mdl-(0,0,3)-213-8DABC8AA241A4BE7	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-G02-119-3-5)	Δ = 213	bI-odd = ([[3,1],[1,0],[1,0],[2,1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 11 x (irr-G2-7)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-G2-7)	(2,3) : 1 x (irr-A3-4, irr-G2-7)
mdl-(0,0,3)-213-14E100A42D5FE5D0	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-127-3-5)	Δ = 213	bI-odd = ([[3,1],[1,0],[1,0],[2,1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 12 x (irr-A3-4) + 5 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 2 x (irr-A3-4, irr-A3-4)	(2,3) : 2 x (irr-A3-4, irr-A3-4)
mdl-(0,0,3)-217-152C0E053901F86C	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-115-1-3)	Δ = 217	bI-odd = ([[3,1],[1,0],[1,0],[1,0]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 10 x (irr-C3-6-q) + 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,0,3)-219-3ADC8CA3FE0F8668	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-117-1-3)	Δ = 219	bI-odd = ([[3,1],[1,0],[1,0],[1,0]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 11.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,0,3)-219-A0AE4FC330E45260	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-B03-133-3-5)	Δ = 219	bI-odd = ([[3,1],[1,0],[1,0],[2,1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-B3-7) + 6 x (irr-B3-8)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-B3-8)	(2,3) : 1 x (irr-A3-4, irr-B3-8)
mdl-(0,0,3)-219-C42D7ECF28403516	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A03-127-3-5)	Δ = 219	bI-odd = ([[3,1],[1,0],[1,0],[2,1]])	bI-even = ()	(1) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 7 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 10 x (irr-A3-4) + 5 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 2 x (irr-A3-4, irr-A3-4)	(2,3) : 2 x (irr-A4-5, irr-A3-4)
mdl-(0,0,3)-220-6786EB8036556506	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A05-118-1-3)	Δ = 220	bI-odd = ([[3,1],[1,0],[1,0],[1,0]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 10 x (irr-A5-6) + 3 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,0,3)-220-67F7A5923D4232FE	vertices = (vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A04-101-1-3)	Δ = 220	bI-odd = ([[3,1],[1,0],[1,0],[1,0]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 10 x (irr-A4-5) + 3 x (irr-A4-10)	(3) : 10 x (irr-A4-5) + 3 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A4-5)	(2,3) : 1 x (irr-A4-5, irr-A4-5)
