mdl-(0,1,4)-227-BDEE45554F13305E	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C04-119-0-2)	Δ = 227	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-6)	(2) : 3 x (irr-A3-6)	(3) : 3 x (irr-A3-6)	(4) : 3 x (irr-A3-6)	(5) : 1 x (irr-C4-27)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-C4-8-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C4-8-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C4-8-q)	(4,5) : 1 x (irr-A3-4, irr-C4-8-q)
mdl-(0,1,4)-229-C54BC4C6990006F3	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2)	Δ = 229	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(5) : 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,1,4)-229-88106CF74B84DC83	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A07-121-0-2)	Δ = 229	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-6)	(2) : 3 x (irr-A3-6)	(3) : 3 x (irr-A3-6)	(4) : 3 x (irr-A3-6)	(5) : 2 x (irr-A7-28)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A7-8)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A7-8)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A7-8)	(4,5) : 1 x (irr-A3-4, irr-A7-8)
mdl-(0,1,4)-229-88251CA24840DB46	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-A05-93-0-2)	Δ = 229	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-6)	(2) : 3 x (irr-A3-6)	(3) : 3 x (irr-A3-6)	(4) : 2 x (irr-C3-14a)	(5) : 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-C3-6-q)	(1,5) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-C3-6-q)	(2,5) : 1 x (irr-A3-4, irr-A5-6)	(3,4) : 1 x (irr-A3-4, irr-C3-6-q)	(3,5) : 1 x (irr-A3-4, irr-A5-6)	(4,5) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,1,4)-229-5BB317CBFFD52DAD	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-127-3-5, vtx-A03-61-0-2)	Δ = 229	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[2,1],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-6)	(2) : 3 x (irr-A3-6)	(3) : 3 x (irr-A3-6)	(4) : 5 x (irr-A3-6)	(5) : 2 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 2 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A3-4)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 2 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A3-4)	(3,4) : 2 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A3-4)	(4,5) : 1 x (irr-A3-4, irr-A3-4)
mdl-(0,1,4)-230-A9AAEDCDC02C32CC	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A06-106-0-2)	Δ = 230	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(5) : 2 x (irr-A6-21)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A6-7)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A6-7)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A6-7)	(4,5) : 1 x (irr-A3-4, irr-A6-7)
mdl-(0,1,4)-231-A1A57A8465D0BBFE	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A05-91-0-2)	Δ = 231	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(5) : 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A5-6)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A5-6)	(4,5) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,4)-231-5781060B8D958554	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-91-0-2)	Δ = 231	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 2 x (irr-A3-4) + 3 x (irr-A3-6)	(5) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,1,4)-231-17ECC6D0BB065AD1	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-C03-91-0-2)	Δ = 231	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 1 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 1 x (irr-A4-5) + 3 x (irr-A4-10)	(5) : 0.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A4-5)	(1,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A4-5)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A4-5)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A4-5, irr-C3-6-q)
mdl-(0,1,4)-231-19C32AE3C10272D6	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-117-1-3, vtx-A05-93-0-2)	Δ = 231	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-6)	(2) : 3 x (irr-A3-6)	(3) : 3 x (irr-A3-6)	(4) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(5) : 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-C3-6-q)	(1,5) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-C3-6-q)	(2,5) : 1 x (irr-A3-4, irr-A5-6)	(3,4) : 1 x (irr-A3-4, irr-C3-6-q)	(3,5) : 1 x (irr-A3-4, irr-A5-6)	(4,5) : 1 x (irr-C3-6-q, irr-A5-6)
mdl-(0,1,4)-232-0B794A6C50698CD6	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A04-76-0-2)	Δ = 232	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 3 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 3 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 3 x (irr-A3-4) + 3 x (irr-A3-6)	(5) : 2 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A4-5)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A4-5)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A4-5)	(4,5) : 1 x (irr-A3-4, irr-A4-5)
