mdl-(0,1,3)-214-58D1DBA7E09C9B57	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-61-0-2)	Δ = 214	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 4 x (irr-A3-4) + 2 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(3,4) : 1 x (irr-A3-4, irr-A3-4)
mdl-(0,1,3)-217-4AE0C25F9D06EB88	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A04-76-0-2)	Δ = 217	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 4 x (irr-A4-5) + 2 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A4-5)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A4-5)	(3,4) : 1 x (irr-A3-4, irr-A4-5)
mdl-(0,1,3)-218-C0E416FE7F307B8D	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2)	Δ = 218	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 4 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,1,3)-220-7F0659814F1F0E4B	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A05-91-0-2)	Δ = 220	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 4 x (irr-A5-6) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A5-6)	(3,4) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,3)-220-859A8CA529E68183	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-91-0-2)	Δ = 220	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 5.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,1,3)-220-1E0B64A3DA45477A	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A03-61-0-2)	Δ = 220	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 7 x (irr-A4-5) + 3 x (irr-A4-10)	(4) : 3 x (irr-A3-4) + 2 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A4-5)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(2,3) : 1 x (irr-A3-4, irr-A4-5)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(3,4) : 1 x (irr-A4-5, irr-A3-4)
mdl-(0,1,3)-220-8764C54B4F3B5FF9	vertices = (vtx-A03-83-1-3, vtx-C03-115-1-3, vtx-C03-115-1-3, vtx-C04-119-0-2)	Δ = 220	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 3 x (irr-A3-6)	(2) : 2 x (irr-C3-14a)	(3) : 2 x (irr-C3-14a)	(4) : 1 x (irr-C4-27)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)	(1,4) : 1 x (irr-A3-4, irr-C4-8-q)	(2,3) : 1 x (irr-C3-6-q, irr-C3-6-q)	(2,4) : 1 x (irr-C3-6-q, irr-C4-8-q)	(3,4) : 1 x (irr-C3-6-q, irr-C4-8-q)
mdl-(0,1,3)-221-BB0C5F4292C180CC	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A05-92-0-2)	Δ = 221	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 5 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A5-6)	(3,4) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,3)-222-6C0CEEBDA5C14E15	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A05-93-0-2)	Δ = 222	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(4) : 6 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A5-6)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A5-6)	(3,4) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,3)-222-E80753B581188746	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A04-101-1-3, vtx-A04-76-0-2)	Δ = 222	bI-odd = ([[3,1],[1,0],[1,0],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(3) : 6 x (irr-A4-5) + 3 x (irr-A4-10)	(4) : 3 x (irr-A4-5) + 2 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A4-5)	(1,4) : 1 x (irr-A3-4, irr-A4-5)	(2,3) : 1 x (irr-A3-4, irr-A4-5)	(2,4) : 1 x (irr-A3-4, irr-A4-5)	(3,4) : 1 x (irr-A4-5, irr-A4-5)
