mdl-(1,2,0)-212-2A22D3F1DC8FF16E	vertices = (vtx-A12-170-n2-0, vtx-A08-136-0-2, vtx-C06-179-0-2)	Δ = 212	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A8-9) + 2 x (irr-A8-36)	(3) : 3 x (irr-C6-12-q) + 1 x (irr-C6-65)	(1,2) : 1 x (irr-A12-13, irr-A8-9)	(1,3) : 1 x (irr-A12-13, irr-C6-12-q)
mdl-(1,2,0)-212-1EC838D8506F65AF	vertices = (vtx-A12-170-n2-0, vtx-C05-149-0-2, vtx-A10-166-0-2)	Δ = 212	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-C5-10-q) + 1 x (irr-C5-44)	(3) : 3 x (irr-A10-11) + 2 x (irr-A10-55)	(1,2) : 1 x (irr-A12-13, irr-C5-10-q)	(1,3) : 1 x (irr-A12-13, irr-A10-11)
mdl-(1,2,0)-212-CEB8B41FF58F5BBB	vertices = (vtx-A12-170-n2-0, vtx-C05-149-0-2, vtx-C06-179-0-2)	Δ = 212	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-C5-10-q) + 1 x (irr-C5-44)	(3) : 3 x (irr-C6-12-q) + 1 x (irr-C6-65)	(1,2) : 1 x (irr-A12-13, irr-C5-10-q)	(1,3) : 1 x (irr-A12-13, irr-C6-12-q)
mdl-(1,2,0)-212-B3647D4B092EC7AB	vertices = (vtx-A12-170-n2-0, vtx-A09-151-0-2, vtx-A09-151-0-2)	Δ = 212	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 6 x (irr-A12-13)	(2) : 3 x (irr-A9-10) + 2 x (irr-A9-45)	(3) : 3 x (irr-A9-10) + 2 x (irr-A9-45)	(1,2) : 1 x (irr-A12-13, irr-A9-10)	(1,3) : 1 x (irr-A12-13, irr-A9-10)
mdl-(1,2,0)-213-92E8BF2C0DEEC7B1	vertices = (vtx-A12-170-n2-0, vtx-A05-92-0-2, vtx-A13-211-0-2)	Δ = 213	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 6 x (irr-A12-13)	(2) : 4 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 3 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A13-14)
mdl-(1,2,0)-214-1C2A59669827F4EB	vertices = (vtx-A12-170-n2-0, vtx-A03-61-0-2, vtx-A16-256-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 3 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A12-13, irr-A3-4)	(1,3) : 1 x (irr-A12-13, irr-A16-17)
mdl-(1,2,0)-214-ADF9529489530B5C	vertices = (vtx-A12-170-n2-0, vtx-A03-61-0-2, vtx-C09-269-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 3 x (irr-C9-18-q) + 1 x (irr-C9-152)	(1,2) : 1 x (irr-A12-13, irr-A3-4)	(1,3) : 1 x (irr-A12-13, irr-C9-18-q)
mdl-(1,2,0)-214-2AFE4E98774EB2B6	vertices = (vtx-A12-170-n2-0, vtx-A04-76-0-2, vtx-A15-241-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 3 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A12-13, irr-A4-5)	(1,3) : 1 x (irr-A12-13, irr-A15-16)
mdl-(1,2,0)-214-A4B4C54F9F9F9075	vertices = (vtx-A12-170-n2-0, vtx-C03-89-0-2, vtx-A15-241-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(3) : 3 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-A15-16)
mdl-(1,2,0)-214-85A3F6FB8E167D71	vertices = (vtx-A12-170-n2-0, vtx-A05-91-0-2, vtx-A14-226-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 3 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A14-15)
mdl-(1,2,0)-214-620E0F5A6B59B3E1	vertices = (vtx-A12-170-n2-0, vtx-A05-91-0-2, vtx-C08-239-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 3 x (irr-C8-16-q) + 1 x (irr-C8-119)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-C8-16-q)
mdl-(1,2,0)-214-3FE08517E3AD478E	vertices = (vtx-A12-170-n2-0, vtx-C03-91-0-2, vtx-A14-226-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 4.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(3) : 3 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-A14-15)
mdl-(1,2,0)-214-60EA3EF97D6EC66E	vertices = (vtx-A12-170-n2-0, vtx-C03-91-0-2, vtx-C08-239-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 4.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(3) : 3 x (irr-C8-16-q) + 1 x (irr-C8-119)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-C8-16-q)
mdl-(1,2,0)-214-96BAEF048CA3C362	vertices = (vtx-A12-170-n2-0, vtx-A05-93-0-2, vtx-A13-211-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 6 x (irr-A12-13)	(2) : 5 x (irr-A5-6) + 1 x (irr-A5-20-q)	(3) : 3 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A13-14)
mdl-(1,2,0)-214-7D053CEDC7AF8E90	vertices = (vtx-A12-170-n2-0, vtx-A06-106-0-2, vtx-A13-211-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A6-7) + 2 x (irr-A6-21)	(3) : 3 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A12-13, irr-A6-7)	(1,3) : 1 x (irr-A12-13, irr-A13-14)
mdl-(1,2,0)-214-38BCA1474D41A4DB	vertices = (vtx-A12-170-n2-0, vtx-C04-119-0-2, vtx-A13-211-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-C4-8-q) + 1 x (irr-C4-27)	(3) : 3 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A12-13, irr-C4-8-q)	(1,3) : 1 x (irr-A12-13, irr-A13-14)
mdl-(1,2,0)-214-A41BE7AF434B1B3C	vertices = (vtx-A12-170-n2-0, vtx-A07-121-0-2, vtx-A12-196-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A7-8) + 2 x (irr-A7-28)	(3) : 3 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A12-13, irr-A7-8)	(1,3) : 1 x (irr-A12-13, irr-A12-13)
mdl-(1,2,0)-214-143056A3EE7CF8CE	vertices = (vtx-A12-170-n2-0, vtx-A07-121-0-2, vtx-C07-209-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A7-8) + 2 x (irr-A7-28)	(3) : 3 x (irr-C7-14-q) + 1 x (irr-C7-90)	(1,2) : 1 x (irr-A12-13, irr-A7-8)	(1,3) : 1 x (irr-A12-13, irr-C7-14-q)
mdl-(1,2,0)-214-7F37D859D9F375EA	vertices = (vtx-A12-170-n2-0, vtx-A08-136-0-2, vtx-A11-181-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A8-9) + 2 x (irr-A8-36)	(3) : 3 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A12-13, irr-A8-9)	(1,3) : 1 x (irr-A12-13, irr-A11-12)
mdl-(1,2,0)-214-8ECAE8E93C547BF0	vertices = (vtx-A12-170-n2-0, vtx-C05-149-0-2, vtx-A11-181-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-C5-10-q) + 1 x (irr-C5-44)	(3) : 3 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A12-13, irr-C5-10-q)	(1,3) : 1 x (irr-A12-13, irr-A11-12)
mdl-(1,2,0)-214-3E02A5F98DDFC778	vertices = (vtx-A12-170-n2-0, vtx-A09-151-0-2, vtx-A10-166-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 3 x (irr-A9-10) + 2 x (irr-A9-45)	(3) : 3 x (irr-A10-11) + 2 x (irr-A10-55)	(1,2) : 1 x (irr-A12-13, irr-A9-10)	(1,3) : 1 x (irr-A12-13, irr-A10-11)
mdl-(1,2,0)-214-C4C05865E5ED2004	vertices = (vtx-A12-170-n2-0, vtx-A09-151-0-2, vtx-C06-179-0-2)	Δ = 214	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A9-10) + 2 x (irr-A9-45)	(3) : 3 x (irr-C6-12-q) + 1 x (irr-C6-65)	(1,2) : 1 x (irr-A12-13, irr-A9-10)	(1,3) : 1 x (irr-A12-13, irr-C6-12-q)
mdl-(1,2,0)-215-84FC97648BA8F832	vertices = (vtx-A12-170-n2-0, vtx-A05-92-0-2, vtx-A14-226-0-2)	Δ = 215	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 4 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 3 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A14-15)
mdl-(1,2,0)-215-FECD5ABE3E9EF5ED	vertices = (vtx-A12-170-n2-0, vtx-A05-92-0-2, vtx-C08-239-0-2)	Δ = 215	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 4 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 3 x (irr-C8-16-q) + 1 x (irr-C8-119)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-C8-16-q)
mdl-(1,2,0)-216-993C00CAFA45831C	vertices = (vtx-A12-170-n2-0, vtx-A03-61-0-2, vtx-A17-271-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 3 x (irr-A17-18) + 2 x (irr-A17-153)	(1,2) : 1 x (irr-A12-13, irr-A3-4)	(1,3) : 1 x (irr-A12-13, irr-A17-18)
mdl-(1,2,0)-216-FD391A4EFED2FA23	vertices = (vtx-A12-170-n2-0, vtx-A04-76-0-2, vtx-A16-256-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 3 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A12-13, irr-A4-5)	(1,3) : 1 x (irr-A12-13, irr-A16-17)
mdl-(1,2,0)-216-BFDBD051AFB39A40	vertices = (vtx-A12-170-n2-0, vtx-A04-76-0-2, vtx-C09-269-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 3 x (irr-C9-18-q) + 1 x (irr-C9-152)	(1,2) : 1 x (irr-A12-13, irr-A4-5)	(1,3) : 1 x (irr-A12-13, irr-C9-18-q)
mdl-(1,2,0)-216-7D9A89E1D093F72D	vertices = (vtx-A12-170-n2-0, vtx-C03-89-0-2, vtx-A16-256-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(3) : 3 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-A16-17)
mdl-(1,2,0)-216-A1A96FEAFBAA13C8	vertices = (vtx-A12-170-n2-0, vtx-C03-89-0-2, vtx-C09-269-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(3) : 3 x (irr-C9-18-q) + 1 x (irr-C9-152)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-C9-18-q)
mdl-(1,2,0)-216-0E6C8A506298EE30	vertices = (vtx-A12-170-n2-0, vtx-A05-91-0-2, vtx-A15-241-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 3 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A15-16)
mdl-(1,2,0)-216-2CBFE5D04CE1D72B	vertices = (vtx-A12-170-n2-0, vtx-C03-91-0-2, vtx-A15-241-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 4.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(3) : 3 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-A15-16)
mdl-(1,2,0)-216-115EBB24FFBAF3A2	vertices = (vtx-A12-170-n2-0, vtx-A05-93-0-2, vtx-A14-226-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 5 x (irr-A12-13)	(2) : 5 x (irr-A5-6) + 1 x (irr-A5-20-q)	(3) : 3 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A14-15)
mdl-(1,2,0)-216-F4F79D4BA6D3FE64	vertices = (vtx-A12-170-n2-0, vtx-A05-93-0-2, vtx-C08-239-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 5 x (irr-A5-6) + 1 x (irr-A5-20-q)	(3) : 3 x (irr-C8-16-q) + 1 x (irr-C8-119)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-C8-16-q)
mdl-(1,2,0)-216-2A69BF542BD5644E	vertices = (vtx-A12-170-n2-0, vtx-A06-106-0-2, vtx-A14-226-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A6-7) + 2 x (irr-A6-21)	(3) : 3 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A12-13, irr-A6-7)	(1,3) : 1 x (irr-A12-13, irr-A14-15)
mdl-(1,2,0)-216-B33A821A903BE864	vertices = (vtx-A12-170-n2-0, vtx-A06-106-0-2, vtx-C08-239-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A6-7) + 2 x (irr-A6-21)	(3) : 3 x (irr-C8-16-q) + 1 x (irr-C8-119)	(1,2) : 1 x (irr-A12-13, irr-A6-7)	(1,3) : 1 x (irr-A12-13, irr-C8-16-q)
mdl-(1,2,0)-216-06D90B285C79F70C	vertices = (vtx-A12-170-n2-0, vtx-C04-119-0-2, vtx-A14-226-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-C4-8-q) + 1 x (irr-C4-27)	(3) : 3 x (irr-A14-15) + 2 x (irr-A14-105)	(1,2) : 1 x (irr-A12-13, irr-C4-8-q)	(1,3) : 1 x (irr-A12-13, irr-A14-15)
mdl-(1,2,0)-216-F63C81F051C57A3E	vertices = (vtx-A12-170-n2-0, vtx-C04-119-0-2, vtx-C08-239-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-C4-8-q) + 1 x (irr-C4-27)	(3) : 3 x (irr-C8-16-q) + 1 x (irr-C8-119)	(1,2) : 1 x (irr-A12-13, irr-C4-8-q)	(1,3) : 1 x (irr-A12-13, irr-C8-16-q)
mdl-(1,2,0)-216-4F06355E434B4187	vertices = (vtx-A12-170-n2-0, vtx-A07-121-0-2, vtx-A13-211-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A7-8) + 2 x (irr-A7-28)	(3) : 3 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A12-13, irr-A7-8)	(1,3) : 1 x (irr-A12-13, irr-A13-14)
mdl-(1,2,0)-216-CC5E4BCD391DA6D4	vertices = (vtx-A12-170-n2-0, vtx-A08-136-0-2, vtx-A12-196-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A8-9) + 2 x (irr-A8-36)	(3) : 3 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A12-13, irr-A8-9)	(1,3) : 1 x (irr-A12-13, irr-A12-13)
mdl-(1,2,0)-216-E316297B6C644CC2	vertices = (vtx-A12-170-n2-0, vtx-A08-136-0-2, vtx-C07-209-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A8-9) + 2 x (irr-A8-36)	(3) : 3 x (irr-C7-14-q) + 1 x (irr-C7-90)	(1,2) : 1 x (irr-A12-13, irr-A8-9)	(1,3) : 1 x (irr-A12-13, irr-C7-14-q)
mdl-(1,2,0)-216-1314106DD80028A6	vertices = (vtx-A12-170-n2-0, vtx-C05-149-0-2, vtx-A12-196-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-C5-10-q) + 1 x (irr-C5-44)	(3) : 3 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A12-13, irr-C5-10-q)	(1,3) : 1 x (irr-A12-13, irr-A12-13)
mdl-(1,2,0)-216-F59F916FF05ABED0	vertices = (vtx-A12-170-n2-0, vtx-C05-149-0-2, vtx-C07-209-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-C5-10-q) + 1 x (irr-C5-44)	(3) : 3 x (irr-C7-14-q) + 1 x (irr-C7-90)	(1,2) : 1 x (irr-A12-13, irr-C5-10-q)	(1,3) : 1 x (irr-A12-13, irr-C7-14-q)
mdl-(1,2,0)-216-0F308A5C9F06E04A	vertices = (vtx-A12-170-n2-0, vtx-A09-151-0-2, vtx-A11-181-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A9-10) + 2 x (irr-A9-45)	(3) : 3 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A12-13, irr-A9-10)	(1,3) : 1 x (irr-A12-13, irr-A11-12)
mdl-(1,2,0)-216-A1D129ABDB4697DE	vertices = (vtx-A12-170-n2-0, vtx-A10-166-0-2, vtx-A10-166-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 3 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 3 x (irr-A10-11) + 2 x (irr-A10-55)	(1,2) : 1 x (irr-A12-13, irr-A10-11)	(1,3) : 1 x (irr-A12-13, irr-A10-11)
mdl-(1,2,0)-216-C09CA7B411B0470A	vertices = (vtx-A12-170-n2-0, vtx-A10-166-0-2, vtx-C06-179-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A10-11) + 2 x (irr-A10-55)	(3) : 3 x (irr-C6-12-q) + 1 x (irr-C6-65)	(1,2) : 1 x (irr-A12-13, irr-A10-11)	(1,3) : 1 x (irr-A12-13, irr-C6-12-q)
mdl-(1,2,0)-216-5C3B8A1CCEF54759	vertices = (vtx-A12-170-n2-0, vtx-C06-179-0-2, vtx-C06-179-0-2)	Δ = 216	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-C6-12-q) + 1 x (irr-C6-65)	(3) : 3 x (irr-C6-12-q) + 1 x (irr-C6-65)	(1,2) : 1 x (irr-A12-13, irr-C6-12-q)	(1,3) : 1 x (irr-A12-13, irr-C6-12-q)
mdl-(1,2,0)-217-1C4E9EE8D94838E9	vertices = (vtx-A12-170-n2-0, vtx-A05-92-0-2, vtx-A15-241-0-2)	Δ = 217	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 4 x (irr-A12-13)	(2) : 4 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(3) : 3 x (irr-A15-16) + 2 x (irr-A15-120)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A15-16)
mdl-(1,2,0)-218-4B1C5C0A02062624	vertices = (vtx-A12-170-n2-0, vtx-A03-61-0-2, vtx-A18-286-0-2)	Δ = 218	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 3 x (irr-A18-19) + 2 x (irr-A18-171)	(1,2) : 1 x (irr-A12-13, irr-A3-4)	(1,3) : 1 x (irr-A12-13, irr-A18-19)
mdl-(1,2,0)-218-68084F819ABDFE1C	vertices = (vtx-A12-170-n2-0, vtx-A03-61-0-2, vtx-C10-299-0-2)	Δ = 218	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 3 x (irr-C10-20-q) + 1 x (irr-C10-189)	(1,2) : 1 x (irr-A12-13, irr-A3-4)	(1,3) : 1 x (irr-A12-13, irr-C10-20-q)
mdl-(1,2,0)-218-2144BCA400E13CB5	vertices = (vtx-A12-170-n2-0, vtx-A04-76-0-2, vtx-A17-271-0-2)	Δ = 218	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 3 x (irr-A17-18) + 2 x (irr-A17-153)	(1,2) : 1 x (irr-A12-13, irr-A4-5)	(1,3) : 1 x (irr-A12-13, irr-A17-18)
mdl-(1,2,0)-218-67F6D7EC814D5B28	vertices = (vtx-A12-170-n2-0, vtx-C03-89-0-2, vtx-A17-271-0-2)	Δ = 218	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(3) : 3 x (irr-A17-18) + 2 x (irr-A17-153)	(1,2) : 1 x (irr-A12-13, irr-C3-6-q)	(1,3) : 1 x (irr-A12-13, irr-A17-18)
mdl-(1,2,0)-218-8510B256018E8107	vertices = (vtx-A12-170-n2-0, vtx-A05-91-0-2, vtx-A16-256-0-2)	Δ = 218	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 3 x (irr-A12-13)	(2) : 3 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 3 x (irr-A16-17) + 2 x (irr-A16-136)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-A16-17)
mdl-(1,2,0)-218-0A2319CA97A1B635	vertices = (vtx-A12-170-n2-0, vtx-A05-91-0-2, vtx-C09-269-0-2)	Δ = 218	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1],[0,1]])	(1) : 2 x (irr-A12-13)	(2) : 3 x (irr-A5-6) + 2 x (irr-A5-15)	(3) : 3 x (irr-C9-18-q) + 1 x (irr-C9-152)	(1,2) : 1 x (irr-A12-13, irr-A5-6)	(1,3) : 1 x (irr-A12-13, irr-C9-18-q)
