mdl-(1,3,3)-244-56251242F8B0F9EF	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 3.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 1 x (irr-A3-4, irr-C3-6-q)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 1 x (irr-A3-4, irr-C3-6-q)	(3,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-51B9668CD7804A10	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 2 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 1 x (irr-A3-4, irr-C3-6-q)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-305AE0233CD58CF4	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 2 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 1 x (irr-A3-4, irr-C3-6-q)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-A51ADE558C5D9B2C	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 2 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 1 x (irr-A3-4, irr-C3-6-q)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-D5AA44CCDFCB4328	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,7) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-B0D4347ACD410445	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,7) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-CB2506CD8B380548	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-14a)	(6) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,7) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-C3-6-q)	(4,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-A8B97CE32D4B5B52	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(6) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 1 x (irr-A3-4, irr-C3-6-q)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,6) : 1 x (irr-A3-4, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-2470EA9D526472FC	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(6) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 2.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 1 x (irr-A3-4, irr-C3-6-q)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,6) : 1 x (irr-A3-4, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-08B2B4A09A6DA40F	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(6) : 2 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,7) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,6) : 1 x (irr-A3-4, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-6DC0FC9E96A49D52	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(6) : 2 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,7) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,6) : 1 x (irr-A3-4, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,3,3)-244-D3F7B6979DE32574	vertices = (vtx-D04-44-n1-1, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-89-0-2, vtx-C03-89-0-2, vtx-C03-91-0-2)	Δ = 244	bI-odd = ([[3,1],[0,-1],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]])	bI-even = ()	(5) : 1 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(6) : 2 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,5) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,6) : 0.5 x (irr-D4-8b, irr-C3-6-q)	(1,7) : 0.5 x (irr-D4-8a, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-C3-6-q)	(2,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,7) : 1 x (irr-A3-4, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-C3-6-q)	(3,6) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,7) : 1 x (irr-A3-4, irr-C3-6-q)	(4,5) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,6) : 1 x (irr-A3-4, irr-C3-6-q)	(4,7) : 1 x (irr-A3-4, irr-C3-6-q)
