mdl-(0,3,0)-172-2AD2F36880863B56	vertices = (vtx-C03-89-0-2, vtx-B03-64-0-2, vtx-B03-64-0-2)	Δ = 172	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 8.5 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(2) : 8 x (irr-B3-8)	(3) : 3 x (irr-B3-7) + 5 x (irr-B3-8)	(1,2) : 0.5 x (irr-C3-6-q, irr-B3-7)	(1,3) : 0.5 x (irr-C3-6-q, irr-B3-8)
mdl-(0,3,0)-172-EC734997459E3391	vertices = (vtx-C03-91-0-2, vtx-G02-56-0-2, vtx-B04-73-0-2)	Δ = 172	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(2) : 7 x (irr-G2-7)	(3) : 2 x (irr-B4-9) + 4 x (irr-B4-16)	(1,2) : 0.5 x (irr-C3-6-q, irr-G2-7)	(1,3) : 0.5 x (irr-C3-6-q, irr-B4-9)
mdl-(0,3,0)-172-6CE83CD125A04C77	vertices = (vtx-C03-91-0-2, vtx-G02-56-0-2, vtx-A04-76-0-2)	Δ = 172	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 9 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(2) : 7 x (irr-G2-7)	(3) : 10 x (irr-A4-5) + 2 x (irr-A4-10)	(1,2) : 0.5 x (irr-C3-6-q, irr-G2-7)	(1,3) : 1 x (irr-C3-6-q, irr-A4-5)
mdl-(0,3,0)-172-3FC1E31181B834C1	vertices = (vtx-C03-91-0-2, vtx-A03-61-0-2, vtx-D04-68-0-2)	Δ = 172	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(2) : 10 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 1 x (irr-D4-8a) + 8 x (irr-D4-8b)	(1,2) : 1 x (irr-C3-6-q, irr-A3-4)	(1,3) : 0.5 x (irr-C3-6-q, irr-D4-8a)
mdl-(0,3,0)-172-534DB455E4A57CFA	vertices = (vtx-C03-91-0-2, vtx-A03-61-0-2, vtx-D04-68-0-2)	Δ = 172	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(2) : 10 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 4 x (irr-D4-8a) + 5 x (irr-D4-8b)	(1,2) : 1 x (irr-C3-6-q, irr-A3-4)	(1,3) : 0.5 x (irr-C3-6-q, irr-D4-8b)
mdl-(0,3,0)-172-62DCA8595F6E7C36	vertices = (vtx-A06-106-0-2, vtx-A03-61-0-2, vtx-A03-61-0-2)	Δ = 172	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 8 x (irr-A6-7) + 2 x (irr-A6-21)	(2) : 9 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 9 x (irr-A3-4) + 2 x (irr-A3-6)	(1,2) : 1 x (irr-A6-7, irr-A3-4)	(1,3) : 1 x (irr-A6-7, irr-A3-4)
mdl-(0,3,0)-173-07776FA7A0521B30	vertices = (vtx-G02-56-0-2, vtx-G02-56-0-2, vtx-A03-61-0-2)	Δ = 173	bI-odd = ([[3,1],[1,1],[1,1],[1,1]])	bI-even = ([[2,2],[1,0],[1,0],[1,0]], [[1,4],[0,2],[0,2],[0,2]])	(1) : 10 x (irr-G2-7)	(2) : 10 x (irr-G2-7)	(3) : 16 x (irr-A3-4) + 2 x (irr-A3-6)
mdl-(0,3,0)-173-8E139129CE981F79	vertices = (vtx-A03-61-0-2, vtx-A03-61-0-2, vtx-A05-91-0-2)	Δ = 173	bI-odd = ()	bI-even = ([[2,2],[1,0],[0,1],[0,1]])	(1) : 6 x (irr-A3-4) + 2 x (irr-A3-6)	(2) : 12 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 12 x (irr-A5-6) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,3,0)-173-B181604C6669B474	vertices = (vtx-A03-61-0-2, vtx-A03-61-0-2, vtx-C03-91-0-2)	Δ = 173	bI-odd = ()	bI-even = ([[2,2],[1,0],[0,1],[0,1]])	(1) : 6 x (irr-A3-4) + 2 x (irr-A3-6)	(2) : 12 x (irr-A3-4) + 2 x (irr-A3-6)	(3) : 13.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,3,0)-173-99F01A241DA0F76E	vertices = (vtx-A03-61-0-2, vtx-A04-76-0-2, vtx-A04-76-0-2)	Δ = 173	bI-odd = ()	bI-even = ([[2,2],[1,0],[0,1],[0,1]])	(1) : 6 x (irr-A3-4) + 2 x (irr-A3-6)	(2) : 12 x (irr-A4-5) + 2 x (irr-A4-10)	(3) : 12 x (irr-A4-5) + 2 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A4-5)	(1,3) : 1 x (irr-A3-4, irr-A4-5)
mdl-(0,3,0)-173-7BA6FFDD3F8B18E0	vertices = (vtx-C03-89-0-2, vtx-G02-56-0-2, vtx-D05-79-0-2)	Δ = 173	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 7.5 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(2) : 7 x (irr-G2-7)	(3) : 3 x (irr-D5-10) + 4 x (irr-D5-16)	(1,2) : 0.5 x (irr-C3-6-q, irr-G2-7)	(1,3) : 0.5 x (irr-C3-6-q, irr-D5-10)
mdl-(0,3,0)-173-769C485F5D2C1014	vertices = (vtx-C03-89-0-2, vtx-B03-64-0-2, vtx-D04-68-0-2)	Δ = 173	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 8 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(2) : 3 x (irr-B3-7) + 5 x (irr-B3-8)	(3) : 1 x (irr-D4-8a) + 8 x (irr-D4-8b)	(1,2) : 0.5 x (irr-C3-6-q, irr-B3-8)	(1,3) : 0.5 x (irr-C3-6-q, irr-D4-8a)
mdl-(0,3,0)-173-DF9DDC6D1B7AC49A	vertices = (vtx-C03-89-0-2, vtx-B03-64-0-2, vtx-D04-68-0-2)	Δ = 173	bI-odd = ()	bI-even = ([[2,2],[0,1],[1,0],[1,0]])	(1) : 8 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(2) : 3 x (irr-B3-7) + 5 x (irr-B3-8)	(3) : 4 x (irr-D4-8a) + 5 x (irr-D4-8b)	(1,2) : 0.5 x (irr-C3-6-q, irr-B3-8)	(1,3) : 0.5 x (irr-C3-6-q, irr-D4-8b)
