mdl-(0,1,1)-128-A0F224A0AB896EA2	vertices = (vtx-A03-83-1-3, vtx-A03-61-0-2)	Δ = 128	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 16 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A3-4) + 2 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)
mdl-(0,1,1)-139-F3CE1595250F64C0	vertices = (vtx-A03-83-1-3, vtx-A04-76-0-2)	Δ = 139	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 15 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A4-5) + 2 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A4-5)
mdl-(0,1,1)-148-D8921870D1D13F3E	vertices = (vtx-A03-83-1-3, vtx-C03-89-0-2)	Δ = 148	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,1,1)-150-C2995D65EB614ACE	vertices = (vtx-A03-83-1-3, vtx-A05-91-0-2)	Δ = 150	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A5-6) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,1)-150-DEFC541C1CC3BEBF	vertices = (vtx-A03-83-1-3, vtx-C03-91-0-2)	Δ = 150	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 13.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(0,1,1)-151-DECB1EC8390E969B	vertices = (vtx-A03-83-1-3, vtx-A05-92-0-2)	Δ = 151	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 13 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,1)-152-D5763B37140DFB4E	vertices = (vtx-A03-83-1-3, vtx-A05-93-0-2)	Δ = 152	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 14 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 14 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(0,1,1)-154-3622DDBE6B394443	vertices = (vtx-A03-83-1-3, vtx-C03-89-0-2)	Δ = 154	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 20 x (irr-A3-4)	(2) : 13 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(1,2) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,1,1)-156-C27A7BE0153E2BB0	vertices = (vtx-A03-83-1-3, vtx-C03-91-0-2)	Δ = 156	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 20 x (irr-A3-4)	(2) : 14.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,1,1)-161-1A6E6FE27F4373E5	vertices = (vtx-A03-83-1-3, vtx-A06-106-0-2)	Δ = 161	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 13 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A6-7) + 2 x (irr-A6-21)	(1,2) : 1 x (irr-A3-4, irr-A6-7)
mdl-(0,1,1)-170-FD7CAFD5A7CD4724	vertices = (vtx-A03-83-1-3, vtx-C04-119-0-2)	Δ = 170	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 12 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-C4-8-q) + 1 x (irr-C4-27)	(1,2) : 1 x (irr-A3-4, irr-C4-8-q)
mdl-(0,1,1)-172-E15B8072F60CB4B5	vertices = (vtx-A03-83-1-3, vtx-A07-121-0-2)	Δ = 172	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 12 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A7-8) + 2 x (irr-A7-28)	(1,2) : 1 x (irr-A3-4, irr-A7-8)
mdl-(0,1,1)-183-FD654B211039DD07	vertices = (vtx-A03-83-1-3, vtx-A08-136-0-2)	Δ = 183	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 11 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A8-9) + 2 x (irr-A8-36)	(1,2) : 1 x (irr-A3-4, irr-A8-9)
mdl-(0,1,1)-192-381DC3C3B23F04B7	vertices = (vtx-A03-83-1-3, vtx-C05-149-0-2)	Δ = 192	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-C5-10-q) + 1 x (irr-C5-44)	(1,2) : 1 x (irr-A3-4, irr-C5-10-q)
mdl-(0,1,1)-194-A1A1AFA2A31D11DD	vertices = (vtx-A03-83-1-3, vtx-A09-151-0-2)	Δ = 194	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 10 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A9-10) + 2 x (irr-A9-45)	(1,2) : 1 x (irr-A3-4, irr-A9-10)
mdl-(0,1,1)-205-AD10FA449C09CE3B	vertices = (vtx-A03-83-1-3, vtx-A10-166-0-2)	Δ = 205	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 9 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A10-11) + 2 x (irr-A10-55)	(1,2) : 1 x (irr-A3-4, irr-A10-11)
mdl-(0,1,1)-214-301205163C454CF8	vertices = (vtx-A03-83-1-3, vtx-C06-179-0-2)	Δ = 214	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-C6-12-q) + 1 x (irr-C6-65)	(1,2) : 1 x (irr-A3-4, irr-C6-12-q)
mdl-(0,1,1)-216-C12C53D3A2DE2E40	vertices = (vtx-A03-83-1-3, vtx-A11-181-0-2)	Δ = 216	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A11-12) + 2 x (irr-A11-66)	(1,2) : 1 x (irr-A3-4, irr-A11-12)
mdl-(0,1,1)-227-25483EF24454DCDD	vertices = (vtx-A03-83-1-3, vtx-A12-196-0-2)	Δ = 227	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 7 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A12-13) + 2 x (irr-A12-78)	(1,2) : 1 x (irr-A3-4, irr-A12-13)
mdl-(0,1,1)-236-BA247DD5C8E424D2	vertices = (vtx-A03-83-1-3, vtx-C07-209-0-2)	Δ = 236	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-C7-14-q) + 1 x (irr-C7-90)	(1,2) : 1 x (irr-A3-4, irr-C7-14-q)
mdl-(0,1,1)-238-8DA639CCCBFD0335	vertices = (vtx-A03-83-1-3, vtx-A13-211-0-2)	Δ = 238	bI-odd = ([[3,1],[1,0],[1,1]])	bI-even = ()	(1) : 6 x (irr-A3-4) + 3 x (irr-A3-6)	(2) : 12 x (irr-A13-14) + 2 x (irr-A13-91)	(1,2) : 1 x (irr-A3-4, irr-A13-14)
