mdl-(1,1,0)-62-AB6BF2CE157C60CB	vertices = (vtx-A03-17-n2-0, vtx-A03-61-0-2)	Δ = 62	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 4 x (irr-A3-4)	(2) : 12 x (irr-A3-4) + 2 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)
mdl-(1,1,0)-73-F3D446920FF45DE3	vertices = (vtx-A03-17-n2-0, vtx-A04-76-0-2)	Δ = 73	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 3 x (irr-A3-4)	(2) : 12 x (irr-A4-5) + 2 x (irr-A4-10)	(1,2) : 1 x (irr-A3-4, irr-A4-5)
mdl-(1,1,0)-82-9EB11121F5F18B8D	vertices = (vtx-A03-17-n2-0, vtx-C03-89-0-2)	Δ = 82	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 2 x (irr-A3-4)	(2) : 12 x (irr-C3-6-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,1,0)-84-D1A43383EE31F113	vertices = (vtx-A03-17-n2-0, vtx-A05-91-0-2)	Δ = 84	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 2 x (irr-A3-4)	(2) : 12 x (irr-A5-6) + 2 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(1,1,0)-84-D1AE10558A0C94F9	vertices = (vtx-A03-17-n2-0, vtx-C03-91-0-2)	Δ = 84	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 2 x (irr-A3-4)	(2) : 13.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-C3-6-q)
mdl-(1,1,0)-85-CD914983EFB62D7B	vertices = (vtx-A03-17-n2-0, vtx-A05-92-0-2)	Δ = 85	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 2 x (irr-A3-4)	(2) : 13 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(1,1,0)-86-C8283F30153999CD	vertices = (vtx-A03-17-n2-0, vtx-A05-93-0-2)	Δ = 86	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 2 x (irr-A3-4)	(2) : 14 x (irr-A5-6) + 1 x (irr-A5-20-q)	(1,2) : 1 x (irr-A3-4, irr-A5-6)
mdl-(1,1,0)-95-B49F91A6B847C415	vertices = (vtx-A03-17-n2-0, vtx-A06-106-0-2)	Δ = 95	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(1) : 1 x (irr-A3-4)	(2) : 12 x (irr-A6-7) + 2 x (irr-A6-21)	(1,2) : 1 x (irr-A3-4, irr-A6-7)
mdl-(1,1,0)-104-369022B9B1581304	vertices = (vtx-A03-17-n2-0, vtx-C04-119-0-2)	Δ = 104	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(2) : 12 x (irr-C4-8-q) + 1 x (irr-C4-27)	(1,2) : 1 x (irr-A3-4, irr-C4-8-q)
mdl-(1,1,0)-106-E33AFE91927712B4	vertices = (vtx-A03-17-n2-0, vtx-A07-121-0-2)	Δ = 106	bI-odd = ()	bI-even = ([[2,2],[1,-1],[0,1]])	(2) : 12 x (irr-A7-8) + 2 x (irr-A7-28)	(1,2) : 1 x (irr-A3-4, irr-A7-8)
mdl-(1,1,0)-84-1A0EC880207C279B	vertices = (vtx-A03-39-n1-1, vtx-A03-61-0-2)	Δ = 84	bI-odd = ([[3,1],[0,-1],[1,1]])	bI-even = ()	(1) : 8 x (irr-A3-4) + 1 x (irr-A3-6)	(2) : 12 x (irr-A3-4) + 2 x (irr-A3-6)	(1,2) : 1 x (irr-A3-4, irr-A3-4)
