irr-A8-9	9	1	1	0	(1,0,0,0,0,0,0,0)
irr-A8-36	36	7	1	3	(0,1,0,0,0,0,0,0)
irr-A8-45	45	11	17	3	(2,0,0,0,0,0,0,0)
irr-A8-80	80	18	18	6	(1,0,0,0,0,0,0,1)
irr-A8-84	84	21	-9	15	(0,0,1,0,0,0,0,0)
irr-A8-126	126	35	-25	30	(0,0,0,1,0,0,0,0)
irr-A8-165	165	66	144	39	(3,0,0,0,0,0,0,0)
irr-A8-240	240	78	54	54	(1,1,0,0,0,0,0,0)
irr-A8-315	315	98	44	69	(1,0,0,0,0,0,1,0)
irr-A8-396	396	143	197	93	(2,0,0,0,0,0,0,1)
irr-A8-495	495	286	832	273	(4,0,0,0,0,0,0,0)
irr-A8-540	540	231	69	249	(0,2,0,0,0,0,0,0)
irr-A8-630	630	238	28	231	(1,0,1,0,0,0,0,0)
irr-A8-720	720	266	2	258	(1,0,0,0,0,1,0,0)
irr-A8-990	990	473	629	474	(2,1,0,0,0,0,0,0)
irr-A8-1008	1008	406	-74	450	(1,0,0,1,0,0,0,0)
